compound_id,pdb_id,kinase,resolution_angstrom,year,log_kd,source,data_type,measurement_method,assay_type,measurement_value,measurement_unit,organism,bioassay_id,measurement_type,drug_name,ic50_nm,compound_name,ki_nm,log_ki,publication_year,authors
LIT_000535,,ABL1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,0.556,9.254925208417944,2012.0,Huang et al.
LIT_000536,,ABL1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,0.452,9.344861565188618,2012.0,Huang et al.
LIT_000537,,ABL1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,0.5315,9.274496731140683,2012.0,Huang et al.
LIT_000538,,ABL1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,0.5055000000000001,9.29627884007298,2012.0,Huang et al.
LIT_000539,,ABL1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,0.515,9.288192770958808,2012.0,Huang et al.
LIT_000540,,ABL1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,0.5025,9.298863933907471,2012.0,Huang et al.
LIT_000541,,ABL1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,0.5125,9.290306130272208,2012.0,Huang et al.
LIT_000542,,ABL1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,0.508,9.29413628771608,2012.0,Huang et al.
LIT_000543,,ABL1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,0.465,9.332547047110046,2012.0,Huang et al.
LIT_000544,,ABL1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,0.447,9.349692476868064,2012.0,Huang et al.
LIT_000545,,ABL1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,0.468,9.329754146925875,2012.0,Huang et al.
LIT_000546,,ABL1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,0.4875,9.312025379965444,2012.0,Huang et al.
LIT_000547,,ABL1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,0.444,9.35261702988538,2012.0,Huang et al.
LIT_000548,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.4835,8.828712449347139,2012.0,Huang et al.
LIT_000549,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.668,8.77780395369828,2012.0,Huang et al.
LIT_000550,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.461,8.835349784065704,2012.0,Huang et al.
LIT_000551,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.3965,8.854959059962976,2012.0,Huang et al.
LIT_000552,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.3245,8.87794803736675,2012.0,Huang et al.
LIT_000553,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.3965,8.854959059962976,2012.0,Huang et al.
LIT_000554,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.6110000000000002,8.792904459580782,2012.0,Huang et al.
LIT_000555,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.5074999999999998,8.82174267918781,2012.0,Huang et al.
LIT_000556,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.44,8.84163750790475,2012.0,Huang et al.
LIT_000557,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.4445,8.840282453819784,2012.0,Huang et al.
LIT_000558,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.464,8.834458923277626,2012.0,Huang et al.
LIT_000559,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.6455,8.783702113369607,2012.0,Huang et al.
LIT_000560,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.6755,8.77585556782871,2012.0,Huang et al.
LIT_000561,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.371,8.862962545210488,2012.0,Huang et al.
LIT_000562,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.3665,8.86439036397132,2012.0,Huang et al.
LIT_000563,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.3545,8.868220990630814,2012.0,Huang et al.
LIT_000564,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.5630000000000002,8.806041021980812,2012.0,Huang et al.
LIT_000565,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.3275,8.876965470246493,2012.0,Huang et al.
LIT_000566,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.632,8.787279845582157,2012.0,Huang et al.
LIT_000567,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.6575,8.780546462923189,2012.0,Huang et al.
LIT_000568,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.533,8.814457845145625,2012.0,Huang et al.
LIT_000569,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.416,8.848936746646249,2012.0,Huang et al.
LIT_000570,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.5195,8.818299295584039,2012.0,Huang et al.
LIT_000571,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.5375,8.813184875552546,2012.0,Huang et al.
LIT_000572,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.5644999999999998,8.805624432517789,2012.0,Huang et al.
LIT_000573,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.5884999999999998,8.799012780836835,2012.0,Huang et al.
LIT_000574,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.668,8.77780395369828,2012.0,Huang et al.
LIT_000575,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.344,8.871600731282193,2012.0,Huang et al.
LIT_000576,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.56,8.806875401645538,2012.0,Huang et al.
LIT_000577,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.5675,8.804792450497246,2012.0,Huang et al.
LIT_000578,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.4489999999999998,8.838931614528825,2012.0,Huang et al.
LIT_000579,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.3785,8.860593229558207,2012.0,Huang et al.
LIT_000580,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.461,8.835349784065704,2012.0,Huang et al.
LIT_000581,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.5990000000000002,8.796151536253765,2012.0,Huang et al.
LIT_000582,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.3755000000000002,8.861539405274298,2012.0,Huang et al.
LIT_000583,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.4235000000000002,8.846642528517027,2012.0,Huang et al.
LIT_000584,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.641,8.784891418946907,2012.0,Huang et al.
LIT_000585,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.533,8.814457845145625,2012.0,Huang et al.
LIT_000586,,FGFR1,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Ponatinib,1.3335,8.875006979974104,2012.0,Huang et al.
LIT_000587,,FGFR1,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Ponatinib,1.3785,8.860593229558207,2012.0,Huang et al.
LIT_000588,,FGFR1,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Ponatinib,1.374,8.862013267276469,2012.0,Huang et al.
LIT_000589,,FGFR1,,,,Literature,published_binding_constant,SPR,,,,,,,,,Ponatinib,1.3965,8.854959059962976,2012.0,Huang et al.
LIT_000590,,FGFR1,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Ponatinib,1.389,8.857297754262385,2012.0,Huang et al.
LIT_000591,,FGFR1,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Ponatinib,1.3515,8.869183949965256,2012.0,Huang et al.
LIT_000592,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,1.968,8.705974905904677,2004.0,Moyer et al.
LIT_000593,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,1.874,8.72723041344824,2004.0,Moyer et al.
LIT_000594,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.854,8.731890270191522,2004.0,Moyer et al.
LIT_000595,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.798,8.74521031260279,2004.0,Moyer et al.
LIT_000596,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.836,8.736127323134776,2004.0,Moyer et al.
LIT_000597,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.814,8.741362717275923,2004.0,Moyer et al.
LIT_000598,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,1.946,8.710857164067667,2004.0,Moyer et al.
LIT_000599,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,1.772,8.751536282448969,2004.0,Moyer et al.
LIT_000600,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,2.146,8.668370282370068,2004.0,Moyer et al.
LIT_000601,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.818,8.74040612111405,2004.0,Moyer et al.
LIT_000602,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,2.232,8.651305809734458,2004.0,Moyer et al.
LIT_000603,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.84,8.735182176990463,2004.0,Moyer et al.
LIT_000604,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,1.854,8.731890270191522,2004.0,Moyer et al.
LIT_000605,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,1.946,8.710857164067667,2004.0,Moyer et al.
LIT_000606,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.914,8.718058066559175,2004.0,Moyer et al.
LIT_000607,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.812,8.741841806659206,2004.0,Moyer et al.
LIT_000608,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.808,8.742801573860655,2004.0,Moyer et al.
LIT_000609,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,2.006,8.6976690713156,2004.0,Moyer et al.
LIT_000610,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.19,8.659555885159882,2004.0,Moyer et al.
LIT_000611,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,1.94,8.712198270069774,2004.0,Moyer et al.
LIT_000612,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,2.016,8.695509472226512,2004.0,Moyer et al.
LIT_000613,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,2.132,8.671212799645465,2004.0,Moyer et al.
LIT_000614,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.972,8.705093089394808,2004.0,Moyer et al.
LIT_000615,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,2.166,8.664341547710698,2004.0,Moyer et al.
LIT_000616,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,1.768,8.752517739322945,2004.0,Moyer et al.
LIT_000617,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.238,8.65013991780767,2004.0,Moyer et al.
LIT_000618,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.964,8.706858516549069,2004.0,Moyer et al.
LIT_000619,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.884,8.724919101543142,2004.0,Moyer et al.
LIT_000620,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,2.186,8.660349842386315,2004.0,Moyer et al.
LIT_000621,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.964,8.706858516549069,2004.0,Moyer et al.
LIT_000622,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.148,8.667965722972482,2004.0,Moyer et al.
LIT_000623,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.226,8.652474840001311,2004.0,Moyer et al.
LIT_000624,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.898,8.721703791908727,2004.0,Moyer et al.
LIT_000625,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,2.126,8.672436739812722,2004.0,Moyer et al.
LIT_000626,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.766,8.75300930075845,2004.0,Moyer et al.
LIT_000627,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.926,8.715343717211484,2004.0,Moyer et al.
LIT_000628,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.078,8.68235445677884,2004.0,Moyer et al.
LIT_000629,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.06,8.686132779630846,2004.0,Moyer et al.
LIT_000630,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,2.134,8.670805584911548,2004.0,Moyer et al.
LIT_000631,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.784,8.748605149959896,2004.0,Moyer et al.
LIT_000632,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,2.184,8.6607473659673,2004.0,Moyer et al.
LIT_000633,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.954,8.709075440617246,2004.0,Moyer et al.
LIT_000634,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,1.812,8.741841806659206,2004.0,Moyer et al.
LIT_000635,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.162,8.665144310382708,2004.0,Moyer et al.
LIT_000636,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,2.044,8.689519108537326,2004.0,Moyer et al.
LIT_000637,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.94,8.712198270069774,2004.0,Moyer et al.
LIT_000638,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.88,8.72584215073632,2004.0,Moyer et al.
LIT_000639,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.814,8.741362717275923,2004.0,Moyer et al.
LIT_000640,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.094,8.679023322657176,2004.0,Moyer et al.
LIT_000641,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.208,8.656000930942838,2004.0,Moyer et al.
LIT_000642,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.92,8.71669877129645,2004.0,Moyer et al.
LIT_000643,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,2.224,8.65286521708998,2004.0,Moyer et al.
LIT_000644,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.798,8.74521031260279,2004.0,Moyer et al.
LIT_000645,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,2.052,8.68782264356022,2004.0,Moyer et al.
LIT_000646,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.214,8.654822383457295,2004.0,Moyer et al.
LIT_000647,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.014,8.695940533782402,2004.0,Moyer et al.
LIT_000648,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.814,8.741362717275923,2004.0,Moyer et al.
LIT_000649,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,2.142,8.669180533504163,2004.0,Moyer et al.
LIT_000650,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,2.188,8.659952682338607,2004.0,Moyer et al.
LIT_000651,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.936,8.713094647027626,2004.0,Moyer et al.
LIT_000652,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.112,8.675306086138225,2004.0,Moyer et al.
LIT_000653,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,1.874,8.72723041344824,2004.0,Moyer et al.
LIT_000654,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,2.14,8.669586226650809,2004.0,Moyer et al.
LIT_000655,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.952,8.709520186669327,2004.0,Moyer et al.
LIT_000656,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,1.874,8.72723041344824,2004.0,Moyer et al.
LIT_000657,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,2.03,8.692503962086787,2004.0,Moyer et al.
LIT_000658,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,2.048,8.688670047696206,2004.0,Moyer et al.
LIT_000659,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Erlotinib,2.042,8.689944262249108,2004.0,Moyer et al.
LIT_000660,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Erlotinib,1.806,8.743282254022512,2004.0,Moyer et al.
LIT_000661,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Erlotinib,1.914,8.718058066559175,2004.0,Moyer et al.
LIT_000662,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Erlotinib,2.068,8.684449465578096,2004.0,Moyer et al.
LIT_000663,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Erlotinib,1.994,8.700274846024364,2004.0,Moyer et al.
LIT_000664,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Erlotinib,1.942,8.711750774428014,2004.0,Moyer et al.
LIT_000665,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.364,9.438898616350944,2001.0,Barker et al.
LIT_000666,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.44,9.356547323513812,2001.0,Barker et al.
LIT_000667,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.3616,9.441771578196674,2001.0,Barker et al.
LIT_000668,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.3824,9.417482116395938,2001.0,Barker et al.
LIT_000669,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.4436,9.353008462522878,2001.0,Barker et al.
LIT_000670,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.3544,9.450506286784988,2001.0,Barker et al.
LIT_000671,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.3988,9.399244850360382,2001.0,Barker et al.
LIT_000672,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.3952,9.40318306408441,2001.0,Barker et al.
LIT_000673,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.3592,9.444663672004731,2001.0,Barker et al.
LIT_000674,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.426,9.370590400897282,2001.0,Barker et al.
LIT_000675,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.372,9.429457060118102,2001.0,Barker et al.
LIT_000676,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.3752,9.425737170292972,2001.0,Barker et al.
LIT_000677,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.4404,9.356152689700286,2001.0,Barker et al.
LIT_000678,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.422,9.374687549038326,2001.0,Barker et al.
LIT_000679,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.4035999999999999,9.394048842435128,2001.0,Barker et al.
LIT_000680,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.4208,9.375924268854318,2001.0,Barker et al.
LIT_000681,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.418,9.378823718224965,2001.0,Barker et al.
LIT_000682,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.4308,9.365724305374057,2001.0,Barker et al.
LIT_000683,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.4048,9.392759496168257,2001.0,Barker et al.
LIT_000684,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.3736,9.427593132441944,2001.0,Barker et al.
LIT_000685,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.3584,9.445631999009912,2001.0,Barker et al.
LIT_000686,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.362,9.441291429466837,2001.0,Barker et al.
LIT_000687,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.436,9.360513510731414,2001.0,Barker et al.
LIT_000688,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.3708,9.43086027452754,2001.0,Barker et al.
LIT_000689,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.3812,9.418847108033711,2001.0,Barker et al.
LIT_000690,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.38,9.42021640338319,2001.0,Barker et al.
LIT_000691,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.3632,9.439854160150952,2001.0,Barker et al.
LIT_000692,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.404,9.393618634889394,2001.0,Barker et al.
LIT_000693,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.4068,9.390619055749292,2001.0,Barker et al.
LIT_000694,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.3748,9.426200417784258,2001.0,Barker et al.
LIT_000695,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.4144,9.382580253262825,2001.0,Barker et al.
LIT_000696,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.3912,9.407601153884436,2001.0,Barker et al.
LIT_000697,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.3616,9.441771578196674,2001.0,Barker et al.
LIT_000698,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.4192,9.37757872602433,2001.0,Barker et al.
LIT_000699,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.3808,9.419303060287564,2001.0,Barker et al.
LIT_000700,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.3864,9.412962882256544,2001.0,Barker et al.
LIT_000701,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.3688,9.433209087618408,2001.0,Barker et al.
LIT_000702,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.4152,9.3817426551596,2001.0,Barker et al.
LIT_000703,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.398,9.400116927926312,2001.0,Barker et al.
LIT_000704,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.3696,9.43226803745193,2001.0,Barker et al.
LIT_000705,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.378,9.422508200162774,2001.0,Barker et al.
LIT_000706,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.4316,9.364918563989129,2001.0,Barker et al.
LIT_000707,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.4152,9.3817426551596,2001.0,Barker et al.
LIT_000708,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.3736,9.427593132441944,2001.0,Barker et al.
LIT_000709,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.4232,9.37345434097287,2001.0,Barker et al.
LIT_000710,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.4456,9.351054817834328,2001.0,Barker et al.
LIT_000711,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.4268,9.369775589247569,2001.0,Barker et al.
LIT_000712,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.4384,9.358129454523688,2001.0,Barker et al.
LIT_000713,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.3712,9.430392032453176,2001.0,Barker et al.
LIT_000714,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.384,9.415668775632469,2001.0,Barker et al.
LIT_000715,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.4252,9.37140674414874,2001.0,Barker et al.
LIT_000716,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.4060000000000001,9.391473966422806,2001.0,Barker et al.
LIT_000717,,EGFR,,,,Literature,published_binding_constant,kinase_assay,,,,,,,,,Gefitinib,0.4304,9.366127737341667,2001.0,Barker et al.
LIT_000718,,EGFR,,,,Literature,published_binding_constant,SPR,,,,,,,,,Gefitinib,0.4368000000000001,9.35971737030332,2001.0,Barker et al.
LIT_000719,,EGFR,,,,Literature,published_binding_constant,fluorescence,,,,,,,,,Gefitinib,0.3592,9.444663672004731,2001.0,Barker et al.
LIT_000720,,EGFR,,,,Literature,published_binding_constant,radiometric,,,,,,,,,Gefitinib,0.4060000000000001,9.391473966422806,2001.0,Barker et al.
LIT_000721,,EGFR,,,,Literature,published_binding_constant,ELISA,,,,,,,,,Gefitinib,0.3772,9.423428315934707,2001.0,Barker et al.
LIT_000722,,EGFR,,,,Literature,published_binding_constant,gel_shift,,,,,,,,,Gefitinib,0.3908,9.408045444953263,2001.0,Barker et al.
